IRTT,"	ORTT","	T1","		T2","		T3","		G","		HNG","		phiL","	phiR","	UX1","		UY1","		UX2	","	UY2	","	UX3	","	UY3	","	UX4	","	UY4","		UX5","		UY5","		UX6","		UY6	","	UX7","		UY7","		UX8","		UY8","		UX9","		UY9","		UX10","		UY10","		MaxVM",Error
0.018,0.028,0.15,0.13,0.15,0.027,0.036,0.11,0.26,-0.484419,-0.035149,-0.309972,-0.024935,-0.283585,-0.023602,-0.108996,-0.016193,-0.080214,-0.014227,0.09376,0.00218,0.119612,0.004233,0.293995,0.015492,0.308856,0.014018,0.477631,-0.031271,9158928,0.287144
0.015,0.023,0.13,0.12,0.17,0.042,0.023,0.24,0.15,-0.475113,-0.018725,-0.318199,0.010768,-0.281583,0.013568,-0.122009,0.00828,-0.0784,0.008386,0.081146,0.014452,0.122742,0.015685,0.282367,0.019081,0.318551,0.015611,0.474622,-0.018055,9559021,0.316728
0.005,0.028,0.23,0.15,0.08,0.028,0.023,0.11,0.26,-0.485264,-0.022535,-0.311609,-0.016919,-0.283831,-0.016149,-0.110132,-0.012131,-0.081521,-0.011075,0.092002,-0.002278,0.121934,0.000614,0.293931,0.025201,0.312405,0.024201,0.480741,-0.018818,21475352,0.211019
0.017,0.027,0.56,0.48,0.19,0.046,0.035,0.11,0.24,-0.480212,-0.036911,-0.325322,-0.050775,-0.275807,-0.052641,-0.120314,-0.05047,-0.072045,-0.048174,0.082953,-0.035577,0.131651,-0.029415,0.284901,-0.003006,0.318119,-0.003104,0.47121,-0.030416,65625012,0.081873
0.003,0.019,0.66,0.33,0.12,0.036,0.035,0.15,0.13,-0.486265,-0.036883,-0.322628,-0.056367,-0.285227,-0.059965,-0.120877,-0.072032,-0.082416,-0.073471,0.082377,-0.073721,0.12259,-0.071273,0.286136,-0.051042,0.320116,-0.047747,0.484502,-0.036177,871351872,0.001129
0.015,0.027,0.67,0.63,0.07,0.022,0.034,0.29,0.22,-0.487258,-0.033386,-0.306799,-0.024051,-0.287815,-0.023906,-0.107234,-0.030486,-0.084397,-0.031034,0.096291,-0.033124,0.12684,-0.029421,0.301795,0.015786,0.305948,0.015778,0.480729,-0.030094,92249000,0.154028
0.002,0.015,0.31,0.26,0.05,0.045,0.038,0.13,0.2,-0.479579,-0.039156,-0.323632,-0.047565,-0.276271,-0.048623,-0.120104,-0.047191,-0.073823,-0.045972,0.082203,-0.039186,0.131442,-0.034053,0.285513,-0.008511,0.317528,-0.008491,0.47163,-0.033843,133295456,0.085416
0.009,0.025,0.17,0.15,0.15,0.033,0.033,0.11,0.18,-0.482028,-0.032222,-0.314275,-0.024647,-0.282256,-0.023669,-0.114353,-0.020992,-0.079501,-0.019431,0.087969,-0.007092,0.120226,-0.005048,0.287914,0.003855,0.312659,0.002174,0.477604,-0.02932,12509246,0.206709
0.005,0.027,0.01,0.01,0.14,0.045,0.032,0.29,0.1,-0.469431,-0.024409,-0.318609,0.019641,-0.285609,0.023271,-0.128818,0.01306,-0.082301,0.011174,0.074802,0.008658,0.117519,0.006502,0.274078,-0.006812,0.317893,-0.011202,0.473981,-0.02921,48202708,0.359036
0.011,0.024,0.34,0.2,0.15,0.031,0.028,0.2,0.13,-0.482768,-0.026969,-0.312932,-0.016254,-0.285992,-0.016474,-0.116353,-0.029952,-0.083715,-0.031555,0.086428,-0.034766,0.122502,-0.03201,0.290182,-0.002988,0.312245,-0.002596,0.480851,-0.025643,22774444,0.101004
0.003,0.014,0.94,0.51,0.15,0.034,0.041,0.27,0.28,-0.492562,-0.043757,-0.327757,-0.08142,-0.287249,-0.087082,-0.118434,-0.096051,-0.078751,-0.095361,0.089651,-0.080528,0.13084,-0.072753,0.29306,-0.025173,0.310932,-0.023453,0.479247,-0.039234,1432663296,0.038494
0.002,0.014,0.32,0.19,0.05,0.043,0.027,0.16,0.26,-0.478984,-0.027378,-0.320071,-0.030205,-0.276294,-0.03035,-0.117367,-0.028577,-0.073119,-0.027028,0.085544,-0.017682,0.131555,-0.012006,0.287733,0.017482,0.318316,0.016665,0.472698,-0.021115,384325056,0.138843
0.007,0.018,0.33,0.31,0.16,0.048,0.029,0.11,0.26,-0.477842,-0.030431,-0.324391,-0.039952,-0.273413,-0.040432,-0.11981,-0.033802,-0.069565,-0.02948,0.082914,-0.009778,0.13018,-0.003985,0.282903,0.01372,0.320281,0.011644,0.470102,-0.022872,61741692,0.149721
0.018,0.025,0.82,0.42,0.19,0.043,0.025,0.21,0.21,-0.480801,-0.026807,-0.322653,-0.040882,-0.28081,-0.045375,-0.12328,-0.065197,-0.078554,-0.069081,0.080035,-0.076718,0.129716,-0.071704,0.283581,-0.032534,0.320119,-0.027679,0.478874,-0.025317,442579840,0.008069
0.006,0.011,0.08,0.08,0.03,0.038,0.025,0.18,0.12,-0.477938,-0.022344,-0.316334,-0.001353,-0.281514,0.001038,-0.118557,0.002334,-0.079863,0.003189,0.082992,0.009093,0.12005,0.009748,0.283012,0.009597,0.31645,0.006682,0.476982,-0.021358,160906128,0.275547
0.004,0.021,0.48,0.36,0.08,0.03,0.022,0.27,0.26,-0.483757,-0.021099,-0.311211,-0.011139,-0.283569,-0.011001,-0.110932,-0.019239,-0.08011,-0.020121,0.092716,-0.021767,0.128065,-0.017328,0.295118,0.026998,0.312819,0.026994,0.479852,-0.017408,103148952,0.14948
0.005,0.026,0.31,0.25,0.07,0.043,0.044,0.21,0.27,-0.47437,-0.04173,-0.31573,-0.02641,-0.277169,-0.024601,-0.117791,-0.025002,-0.07367,-0.024548,0.085666,-0.020866,0.134579,-0.016252,0.291793,0.009927,0.314045,0.008593,0.467004,-0.036187,26495440,0.232785
0.005,0.016,0.5,0.38,0.02,0.024,0.044,0.14,0.22,-0.493305,-0.045113,-0.317151,-0.066161,-0.287417,-0.067728,-0.110027,-0.065309,-0.085045,-0.064687,0.092245,-0.058273,0.122987,-0.054688,0.296996,-0.020135,0.306561,-0.019801,0.482555,-0.042139,492313408,0.049564
0.005,0.017,0.37,0.36,0.02,0.028,0.049,0.23,0.18,-0.483987,-0.048379,-0.310405,-0.041199,-0.283906,-0.040506,-0.110186,-0.038603,-0.08128,-0.038017,0.092374,-0.032878,0.12646,-0.02967,0.298023,-0.002313,0.305998,-0.002647,0.47468,-0.044225,258867040,0.188699
0.003,0.026,0.38,0.21,0.1,0.039,0.04,0.15,0.13,-0.480012,-0.039758,-0.318231,-0.037778,-0.282415,-0.038746,-0.120978,-0.049464,-0.080553,-0.051398,0.08117,-0.056143,0.127665,-0.052968,0.287242,-0.026283,0.316048,-0.025072,0.477301,-0.038275,49231564,0.055135
0.015,0.022,0.53,0.45,0.19,0.037,0.031,0.15,0.13,-0.483883,-0.032303,-0.320554,-0.044617,-0.282317,-0.046694,-0.118615,-0.052141,-0.0791,-0.051831,0.084496,-0.043819,0.124367,-0.039851,0.286334,-0.015461,0.315666,-0.014581,0.478803,-0.029222,159196720,0.043917
0.009,0.023,0.14,0.09,0.07,0.038,0.033,0.12,0.23,-0.478969,-0.031744,-0.315861,-0.021501,-0.279403,-0.020044,-0.115998,-0.01724,-0.077046,-0.015996,0.086205,-0.008362,0.125963,-0.005361,0.288511,0.011594,0.314874,0.009899,0.473911,-0.027738,25492314,0.223057
0.011,0.03,0.16,0.09,0.01,0.05,0.032,0.27,0.3,-0.468635,-0.025793,-0.319015,0.007567,-0.276957,0.011948,-0.123673,0.01014,-0.073567,0.009634,0.079723,0.008348,0.133522,0.011241,0.285789,0.028962,0.320649,0.025419,0.46624,-0.022566,18166448,0.373872
0.002,0.016,0.3,0.17,0.02,0.025,0.033,0.1,0.22,-0.489628,-0.033729,-0.31372,-0.044958,-0.287146,-0.046007,-0.110901,-0.048685,-0.085376,-0.048869,0.090889,-0.048736,0.122361,-0.045465,0.294886,-0.009346,0.308574,-0.008803,0.483417,-0.031149,164459760,0.056227
0.015,0.024,0.21,0.17,0.19,0.034,0.05,0.22,0.15,-0.476314,-0.047202,-0.310436,-0.024275,-0.285293,-0.02301,-0.117951,-0.029172,-0.080148,-0.029116,0.087175,-0.022458,0.122718,-0.020473,0.289742,-0.008452,0.309141,-0.009826,0.472802,-0.045269,43239064,0.251015
0.004,0.017,0.62,0.56,0.14,0.024,0.026,0.22,0.24,-0.490707,-0.027086,-0.313496,-0.045207,-0.286631,-0.046431,-0.108506,-0.044493,-0.082398,-0.043121,0.094949,-0.026372,0.121526,-0.022347,0.295878,0.014173,0.308617,0.014153,0.48285,-0.022932,340669504,0.095619
0.009,0.016,0.7,0.49,0.13,0.038,0.045,0.17,0.28,-0.489882,-0.047787,-0.328628,-0.078944,-0.282801,-0.083517,-0.118571,-0.084845,-0.076724,-0.083364,0.087002,-0.070436,0.131356,-0.063419,0.291078,-0.025177,0.312834,-0.02386,0.476003,-0.042546,818214080,0.032826
0.008,0.012,0.64,0.62,0.06,0.042,0.022,0.19,0.26,-0.48485,-0.026372,-0.32935,-0.064545,-0.280637,-0.068,-0.121305,-0.052157,-0.078542,-0.046813,0.079789,-0.022961,0.120001,-0.018293,0.279585,-0.005238,0.317632,-0.00542,0.477084,-0.019997,787345728,0.058363
0.02,0.03,0.04,0.02,0,0.027,0.049,0.14,0.2,-0.48038,-0.046886,-0.307574,-0.024737,-0.286235,-0.023227,-0.112033,-0.020812,-0.085029,-0.020436,0.089173,-0.017999,0.117827,-0.017109,0.291845,-0.008731,0.306241,-0.009859,0.476831,-0.045238,11302758,0.281052
0.022,0.03,0.62,0.61,0.15,0.029,0.05,0.14,0.12,-0.488524,-0.050779,-0.317149,-0.061074,-0.285736,-0.062192,-0.114063,-0.064108,-0.082673,-0.063704,0.088894,-0.057377,0.122711,-0.054438,0.292798,-0.031075,0.309693,-0.030783,0.480484,-0.048264,81747072,0.061983
0.01,0.023,0.62,0.41,0.13,0.036,0.034,0.22,0.25,-0.483157,-0.034588,-0.317014,-0.040197,-0.282286,-0.041994,-0.116451,-0.053559,-0.078619,-0.055149,0.087602,-0.057535,0.132823,-0.05146,0.292521,-0.00529,0.312695,-0.004071,0.47679,-0.03068,126442120,0.04702
0.003,0.01,0.13,0.09,0.05,0.022,0.033,0.16,0.27,-0.486813,-0.032189,-0.30716,-0.020123,-0.28616,-0.019022,-0.10623,-0.012232,-0.08264,-0.010753,0.096729,0.004983,0.118684,0.006922,0.298033,0.022875,0.307361,0.021959,0.480179,-0.028585,214687344,0.301295
0.006,0.024,0.84,0.8,0.19,0.035,0.041,0.18,0.28,-0.489057,-0.043215,-0.32378,-0.06911,-0.282055,-0.072056,-0.114779,-0.069642,-0.076771,-0.067662,0.08985,-0.052677,0.129845,-0.046314,0.292889,-0.008849,0.310899,-0.008383,0.475665,-0.03735,131566896,0.057656
0.008,0.016,0.12,0.09,0.15,0.021,0.046,0.11,0.12,-0.487645,-0.045537,-0.308261,-0.038265,-0.289702,-0.038003,-0.110184,-0.04022,-0.085121,-0.039413,0.093882,-0.025649,0.112653,-0.024656,0.292109,-0.019454,0.305522,-0.02016,0.48344,-0.044181,37461616,0.168697
0.02,0.03,0.25,0.2,0.18,0.042,0.035,0.26,0.17,-0.473098,-0.030697,-0.315668,-0.002181,-0.281878,0.000071,-0.122056,-0.007306,-0.078063,-0.008068,0.081918,-0.006227,0.126623,-0.003924,0.285946,0.010687,0.315851,0.008504,0.471364,-0.029086,14508761,0.28111
0.002,0.013,0.12,0.09,0.08,0.037,0.046,0.17,0.12,-0.477256,-0.044056,-0.314098,-0.028644,-0.282589,-0.027529,-0.118749,-0.031368,-0.079015,-0.03111,0.084761,-0.025147,0.122956,-0.023238,0.28651,-0.012842,0.312444,-0.014241,0.47393,-0.042174,107840392,0.200422
0.006,0.023,0.77,0.59,0.09,0.023,0.021,0.24,0.21,-0.490225,-0.021856,-0.311753,-0.036248,-0.288814,-0.038091,-0.110333,-0.052378,-0.086571,-0.053819,0.092328,-0.061208,0.121625,-0.057621,0.293457,-0.007291,0.308381,-0.005754,0.486864,-0.020017,101941944,0.019633
0.003,0.021,0.72,0.68,0.12,0.048,0.032,0.29,0.29,-0.476993,-0.032721,-0.321669,-0.037488,-0.273038,-0.038491,-0.117649,-0.040134,-0.067915,-0.039291,0.087329,-0.032388,0.141929,-0.023293,0.291028,0.020499,0.318923,0.020453,0.467876,-0.023833,121128376,0.111776
0.017,0.028,0.17,0.13,0.04,0.046,0.039,0.26,0.22,-0.469632,-0.033583,-0.316476,-0.002166,-0.279779,0.001089,-0.123484,-0.00288,-0.076946,-0.003736,0.079389,-0.005515,0.129277,-0.00353,0.284977,0.010664,0.316638,0.008016,0.467816,-0.031847,27499118,0.319948
0.006,0.012,0,0,0.18,0.022,0.034,0.29,0.24,-0.480364,-0.029857,-0.305989,0.018189,-0.29518,0.019369,-0.114546,0.01006,-0.088172,0.010419,0.092141,0.024644,0.109593,0.024862,0.290205,0.015156,0.305564,0.012873,0.481188,-0.030383,193662400,0.477996
0.013,0.019,0.2,0.1,0.14,0.025,0.039,0.23,0.26,-0.482361,-0.036961,-0.306545,-0.013065,-0.288142,-0.01211,-0.110797,-0.017681,-0.082992,-0.017548,0.094292,-0.01028,0.122896,-0.007727,0.298664,0.01652,0.306759,0.015921,0.477048,-0.033919,115485048,0.284021
0.01,0.021,0.09,0.05,0.06,0.036,0.03,0.29,0.26,-0.475119,-0.024595,-0.313277,0.016859,-0.28604,0.019946,-0.119026,0.015765,-0.082195,0.015358,0.084871,0.01584,0.12258,0.017045,0.289336,0.027229,0.314108,0.024367,0.474148,-0.023573,37890888,0.430686
0.014,0.022,0.39,0.31,0.2,0.023,0.031,0.15,0.27,-0.489031,-0.031192,-0.310047,-0.034249,-0.286237,-0.034344,-0.107234,-0.032709,-0.081558,-0.03134,0.096604,-0.013935,0.121373,-0.01071,0.298051,0.018091,0.307793,0.017646,0.48111,-0.027137,83316112,0.1725
0.006,0.025,0.57,0.53,0.1,0.049,0.024,0.17,0.16,-0.476653,-0.025123,-0.324727,-0.03226,-0.275056,-0.033866,-0.122985,-0.036555,-0.073085,-0.036492,0.078978,-0.033418,0.131419,-0.02811,0.281014,-0.000652,0.321783,0.000265,0.472461,-0.020441,65864748,0.062501
0.015,0.023,0.1,0.1,0.09,0.046,0.042,0.24,0.25,-0.469158,-0.03663,-0.31582,-0.005739,-0.278394,-0.001928,-0.121975,-0.001281,-0.074411,-0.000186,0.081871,0.006364,0.127421,0.008046,0.283761,0.013037,0.315952,0.009039,0.466322,-0.034041,17979558,0.387648
0.006,0.019,0.15,0.15,0.2,0.044,0.031,0.3,0.29,-0.471635,-0.025307,-0.316142,0.010301,-0.279707,0.014367,-0.120189,0.013907,-0.073191,0.016129,0.085572,0.031633,0.126871,0.033923,0.286374,0.036073,0.318453,0.030832,0.468979,-0.02197,14812050,0.483918
